date,title,url,source_name,source_type,llm_score,llm_category,llm_note,keyword_matches,published_dt
2026-05-07,CARBOGEN AMCIS Shanghai Site achieves successful outcome in Unannounced NMPA GMP Inspection,https://www.globenewswire.com/news-release/2026/05/06/3289164/0/en/CARBOGEN-AMCIS-Shanghai-Site-achieves-successful-outcome-in-Unannounced-NMPA-GMP-Inspection.html,GlobeNewswire (Biotech),newswire,5,quality,The CARBOGEN AMCIS Shanghai site successfully passed an unannounced NMPA GMP inspection.,2,2026-05-06T16:04:00+00:00
2026-05-07,Avalo shares spike on skin drug data; BioNTech to cut staff,https://www.biopharmadive.com/news/avalo-hidradenitis-suppurativa-biontech-madrigal-johnson-duet/819233/,BioPharma Dive,trade,5,capacity,BioNTech announced plans to close multiple manufacturing plants.,0,2026-05-06T14:30:00+00:00
2026-05-07,"<a href=""https://www.fiercepharma.com/pharma/lilly-invest-additional-45b-its-massive-indiana-complex"" hreflang=""en"">Lilly to invest $4.5B more into massive Indiana manufacturing complex</a>",https://www.fiercepharma.com/pharma/lilly-invest-additional-45b-its-massive-indiana-complex,Fierce Pharma,trade,5,capacity,"Eli Lilly is investing $4.5 billion to upgrade two manufacturing facilities in Lebanon, Indiana.",5,
2026-05-07,Novelty Nobility Expands AGC Biologics Deal to Take Product Candidate Through GMP Manufacturing,https://www.genengnews.com/topics/bioprocessing/novelty-nobility-expands-agc-biologics-deal-to-take-product-candidate-through-gmp-manufacturing/,GEN (Genetic Engineering News),trade,5,partnership,"Novelty Nobility contracted AGC Biologics for GMP manufacturing of a bispecific antibody at the Chiba, Japan facility.",8,2026-05-06T12:00:40+00:00
2026-05-07,Lilly plans new $4.5B manufacturing investment in Indiana,https://endpoints.news/lilly-plans-new-4-5b-manufacturing-investment-in-indiana/,Endpoints News,broad,5,capacity,Eli Lilly is investing $4.5 billion to build new manufacturing facilities in Indiana.,2,2026-05-06T18:25:24+00:00
2026-05-07,"Lonza looks to ride ADC wave with upcoming factory, workforce expansion",https://endpoints.news/lonza-looks-to-ride-adc-wave-with-upcoming-factory-workforce-expansion/,Endpoints News,broad,5,capacity,Lonza is opening a new manufacturing site for antibody-drug conjugates and expanding its workforce.,3,2026-05-06T18:06:38+00:00
2026-05-07,"<a href=""https://www.fiercepharma.com/manufacturing/fda-rolls-out-1-day-assessment-pilot-bid-refocus-inspection-resources"" hreflang=""en"">FDA rolls out 1-day assessment pilot in bid to refocus inspection resources</a>",https://www.fiercepharma.com/manufacturing/fda-rolls-out-1-day-assessment-pilot-bid-refocus-inspection-resources,Fierce Pharma,trade,4,regulatory,The FDA is implementing a new pilot program for one-day inspectional assessments at manufacturing sites.,2,
2026-05-07,Researchers’ Spinout Focuses on Simplifying Viral Vector Purification,https://www.genengnews.com/topics/bioprocessing/researchers-spinout-simplifies-the-purification-of-viral-vectors/,GEN (Genetic Engineering News),trade,4,technology,ChromaGenix has launched commercial peptide ligand technology for the purification of viral vectors.,3,2026-05-06T16:00:56+00:00
2026-05-07,Light-Controlled Gene Expression Platform Reportedly Doubles Standard Fed-Batch Manufacturing Performance,https://www.genengnews.com/topics/bioprocessing/light-controlled-gene-expression-platform-reportedly-doubles-standard-fed-batch-manufacturing-performance/,GEN (Genetic Engineering News),trade,4,technology,Prolific Machines achieved a 21 g/L yield in a CHO-based fed-batch manufacturing run for a monoclonal antibody.,2,2026-05-06T15:00:45+00:00
2026-05-07,Elaaj Bio advances gene therapy for CDKL5 deﬁciency disorder,https://www.bioworld.com/articles/730904-elaaj-bio-advances-gene-therapy-for-cdkl5-deciency-disorder,BioWorld,trade,4,partnership,Elaaj Bio partnered with CDMO Viralgen Vector Core SL to advance a gene therapy manufacturing program.,1,2026-05-06T13:00:00+00:00
